Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
61,3.0,0.0,0.0,56.0,1.0,56.0,3654.0,0.1,49.005999999999986,0.0,0.0,685.1875686645508,,,,,,,,,,,,,,,,,,,,,22.38812994865007,15.368527464261463,47.84791270036363,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,3.0,0.0,0.0,101.0,2.0,45.0,3699.0,0.1,35.00899999999998,0.0,0.0,689.5081770420074,,,,,,,,,,,,,,,,,,,,,14.614606613992645,11.657918205552123,34.420148579380516,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,3.0,0.0,0.0,275.0,3.0,174.0,3873.0,0.1,166.00700000000003,0.0,0.0,705.2486064434052,,,,,,,,,,,,,,,,,,,,,76.33839836449286,46.19716436963726,153.03002570596456,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,3.0,0.0,0.0,315.0,4.0,40.0,3913.0,0.1,30.00900000000001,0.0,0.0,709.1356937885284,,,,,,,,,,,,,,,,,,,,,12.259853107309647,10.148879441790953,29.577731761498857,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3.0,0.0,0.0,379.0,5.0,64.0,3977.0,0.1,51.01199999999997,0.0,0.0,715.0870060920715,,,,,,,,,,,,,,,,,,,,,21.164782859423745,16.62285587329906,49.75691797603098,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3.0,0.0,0.0,430.0,6.0,51.0,4028.0,0.1,44.005999999999986,0.0,0.0,719.8822994232178,,,,,,,,,,,,,,,,,,,,,19.985608036907063,13.95380960770237,43.072836590462074,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3.0,0.0,0.0,512.0,7.0,82.0,4110.0,0.1,72.00900000000004,0.0,0.0,727.5528399944305,,,,,,,,,,,,,,,,,,,,,32.15836973122445,22.230325125732065,69.51096610328005,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3.0,0.0,0.0,607.0,8.0,95.0,4205.0,0.1,85.00900000000004,0.0,0.0,736.0853414535522,,,,,,,,,,,,,,,,,,,,,38.28397506995585,25.78035391951454,81.53501085505347,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3.0,0.0,0.0,662.0,9.0,55.0,4260.0,0.1,46.00799999999998,0.0,0.0,741.3099427223206,,,,,,,,,,,,,,,,,,,,,20.187247754850663,14.784296511565573,44.98763164914987,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,0.0,748.0,10.0,86.0,4346.0,0.1,78.00700000000003,0.0,0.0,749.0984761714935,,,,,,,,,,,,,,,,,,,,,35.80180969701447,23.54251864101401,75.07812553900925,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,0.0,781.0,11.0,33.0,4379.0,0.1,25.00700000000001,0.0,0.0,752.3931312561035,,,,,,,,,,,,,,,,,,,,,10.524225430140683,8.500768286470283,24.709094039790905,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,0.0,922.0,12.0,141.0,4520.0,0.1,117.023,0.0,0.0,765.1950211524963,,,,,,,,,,,,,,,,,,,,,55.1611584667405,31.29498606401249,109.46409538285998,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,0.0,955.0,13.0,33.0,4553.0,0.1,24.00800000000001,0.0,0.0,768.4561114311218,,,,,,,,,,,,,,,,,,,,,9.746894898915384,8.252758814487558,23.733796327193858,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,1021.0,14.0,66.0,4619.0,0.1,59.005999999999986,0.0,0.0,774.5027375221252,,,,,,,,,,,,,,,,,,,,,27.18023161977831,18.161429901681537,57.326700787969784,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,1046.0,15.0,25.0,4644.0,0.1,16.00800000000001,0.0,0.0,777.048992395401,,,,,,,,,,,,,,,,,,,,,6.0542911713412515,5.716034309006345,15.888403639592015,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,1236.0,16.0,190.0,4834.0,0.1,181.00800000000004,0.0,0.0,793.9547200202942,,,,,,,,,,,,,,,,,,,,,82.59090441048528,50.076629709951874,165.64685622760692,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,1318.0,17.0,82.0,4916.0,0.1,46.03500000000002,0.0,0.0,801.4090611934662,,,,,,,,,,,,,,,,,,,,,20.045554312838362,11.722369399615966,44.480180427020876,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,1385.0,18.0,67.0,4983.0,0.1,57.00899999999998,0.0,0.0,807.5395634174347,,,,,,,,,,,,,,,,,,,,,25.05210315279941,18.042140021074236,55.44133632006625,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,1527.0,19.0,142.0,5125.0,0.1,131.01000000000005,0.0,0.0,820.1137547492981,,,,,,,,,,,,,,,,,,,,,59.20508448666119,38.061858734491544,122.84845205855925,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,1609.0,20.0,82.0,5207.0,0.1,74.00700000000003,0.0,0.0,827.5508975982666,,,,,,,,,,,,,,,,,,,,,33.908496095777956,22.455627351567287,71.36917029155904,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,78.0,1.0,78.0,5285.0,0.1,68.00900000000004,0.0,0.0,1044.396412372589,,,,,,,,,,,,,,,,,,,,,30.266758438836515,21.12385619477869,65.77968643495423,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,331.0,2.0,253.0,5538.0,0.1,243.00900000000004,0.0,0.0,1066.1313128471375,,,,,,,,,,,,,,,,,,,,,109.12878845174596,64.81981401084121,215.83086241567747,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,613.0,3.0,282.0,5820.0,0.1,271.00999999999976,0.0,0.0,1090.6331169605255,,,,,,,,,,,,,,,,,,,,,120.53283871115475,71.3122494396005,237.49449097090545,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,782.0,4.0,169.0,5989.0,0.1,122.04599999999998,0.0,0.0,1105.3327383995056,,,,,,,,,,,,,,,,,,,,,58.30588151965022,32.87035249012164,112.41702766147445,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,849.0,5.0,67.0,6056.0,0.1,57.00899999999998,0.0,0.0,1111.4073224067688,,,,,,,,,,,,,,,,,,,,,25.05210315279941,18.042140021074236,55.44133632006625,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,1020.0,6.0,171.0,6227.0,0.1,164.00600000000003,0.0,0.0,1126.6127371788025,,,,,,,,,,,,,,,,,,,,,75.8819660862766,45.47310411354535,151.33269786227348,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,1152.0,7.0,132.0,6359.0,0.1,124.00700000000003,0.0,0.0,1138.1690821647644,,,,,,,,,,,,,,,,,,,,,57.266040237483885,35.66361383765932,116.68112826405202,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,1222.0,8.0,70.0,6429.0,0.1,62.006999999999984,0.0,0.0,1144.5402557849884,,,,,,,,,,,,,,,,,,,,,28.2059666539528,19.157964620409796,60.1528278370696,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,1275.0,9.0,53.0,6482.0,0.1,46.005999999999986,0.0,0.0,1149.4208228588104,,,,,,,,,,,,,,,,,,,,,20.947028153368034,14.521300649619459,44.985733990117744,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,1367.0,10.0,92.0,6574.0,0.1,81.01000000000005,0.0,0.0,1157.5853433609009,,,,,,,,,,,,,,,,,,,,,36.00832753799998,24.848922432480098,77.85286173711653,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,1414.0,11.0,47.0,6621.0,0.1,38.00799999999998,0.0,0.0,1162.033902168274,,,,,,,,,,,,,,,,,,,,,16.373434509699905,12.461461231403414,37.31303733968614,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,1701.0,12.0,287.0,6908.0,0.1,277.0089999999998,0.0,0.0,1186.9698104858398,,,,,,,,,,,,,,,,,,,,,123.46871818014418,72.39194752802653,242.05735052600033,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,1827.0,13.0,126.0,7034.0,0.1,107.01800000000009,0.0,0.0,1198.1435387134552,,,,,,,,,,,,,,,,,,,,,45.099290590377144,32.9601120282056,101.53846477670118,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,1959.0,14.0,132.0,7166.0,0.1,124.00700000000003,0.0,0.0,1209.651168346405,,,,,,,,,,,,,,,,,,,,,57.266040237483885,35.66361383765932,116.68112826405202,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,1987.0,15.0,28.0,7194.0,0.1,20.00700000000001,0.0,0.0,1212.4063742160797,,,,,,,,,,,,,,,,,,,,,8.165721110157886,6.961514292335569,19.817975942825285,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,2087.0,16.0,100.0,7294.0,0.1,81.01800000000009,0.0,0.0,1221.4896671772003,,,,,,,,,,,,,,,,,,,,,33.13502385946004,25.75865850432937,77.86014003398195,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,2244.0,17.0,157.0,7451.0,0.1,146.01000000000005,0.0,0.0,1235.0502390861511,,,,,,,,,,,,,,,,,,,,,66.03611373316866,41.871460963588525,135.91402227441912,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,2427.0,18.0,183.0,7634.0,0.1,175.00700000000003,0.0,0.0,1250.848377943039,,,,,,,,,,,,,,,,,,,,,80.35928117186197,48.393592489881826,160.6223355944026,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,2737.0,19.0,310.0,7944.0,0.1,301.0079999999998,0.0,0.0,1277.4416279792786,,,,,,,,,,,,,,,,,,,,,133.83304896547483,77.33219151400412,260.03957392898695,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,2826.0,20.0,89.0,8033.0,0.1,80.00800000000004,0.0,0.0,1285.3014061450958,,,,,,,,,,,,,,,,,,,,,36.33503360443032,24.259277348615797,76.92796100325123,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,82.0,1.0,82.0,8115.0,0.1,65.01600000000008,0.0,0.0,1549.9431965351105,,,,,,,,,,,,,,,,,,,,,26.390256064904655,21.011644251656776,62.97789180840281,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,279.0,2.0,197.0,8312.0,0.1,188.00800000000004,0.0,0.0,1567.3145134449005,,,,,,,,,,,,,,,,,,,,,85.69001122323273,51.761910971161015,171.4698359911697,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,326.0,3.0,47.0,8359.0,0.1,38.00799999999998,0.0,0.0,1571.851718902588,,,,,,,,,,,,,,,,,,,,,16.373434509699905,12.461461231403414,37.31303733968614,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,607.0,4.0,281.0,8640.0,0.1,228.05200000000025,0.0,0.0,1595.8819482326508,,,,,,,,,,,,,,,,,,,,,101.52644552782336,57.533535587273356,199.9227143125927,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,754.0,5.0,147.0,8787.0,0.1,138.00800000000004,0.0,0.0,1608.6840426921844,,,,,,,,,,,,,,,,,,,,,63.24769909875353,39.44316161496983,128.96839605619965,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,879.0,6.0,125.0,8912.0,0.1,116.00800000000004,0.0,0.0,1619.6034407615662,,,,,,,,,,,,,,,,,,,,,53.14801438669376,33.80582801072603,109.58355572956673,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,1095.0,7.0,216.0,9128.0,0.1,208.00700000000003,0.0,0.0,1638.4404938220978,,,,,,,,,,,,,,,,,,,,,94.90474913699951,56.2722921946307,187.8831526084727,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,1182.0,8.0,87.0,9215.0,0.1,79.00700000000003,0.0,0.0,1646.1649315357208,,,,,,,,,,,,,,,,,,,,,36.27451354378507,23.813333630220733,76.00304741347024,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,1239.0,9.0,57.0,9272.0,0.1,50.005999999999986,0.0,0.0,1651.3666396141052,,,,,,,,,,,,,,,,,,,,,22.868184944689116,15.649917086688525,48.80006478766327,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,1345.0,10.0,106.0,9378.0,0.1,93.01200000000006,0.0,0.0,1660.7520680427551,,,,,,,,,,,,,,,,,,,,,40.8477294554656,28.403427640471005,88.85977136067065,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
